Series,Part Number,Name,Subcategory,Images,Comments
Venture,8507-72,"72”W Three Seater Banquette, Open Back",Seating,FALSE,
Venture,8507-78,"78”W Three Seater Banquette, Open Back",Seating,FALSE,
Venture,8508-48,"48”W Four Seater Banquette, Double Back",Seating,FALSE,
Venture,8508-60,"60”W Four Seater Banquette, Double Back",Seating,FALSE,
Venture,8508-72,"72”W Six Seater Banquette, Double Back",Seating,FALSE,
Venture,8508-78,"78”W Six Seater Banquette, Double Back",Seating,FALSE,
ML Park,ML2634,Ottoman ,Ottomans,FALSE,
ML Park,ML4634,Lounge Chair,Lounge Seating,FALSE,
ML Park,ML6634,Two Seat Sofa,Lounge Seating,FALSE,
ML Park,ML8634,Three Seat Sofa,Lounge Seating,FALSE,
Lux,LX2226SC,Side Chair,Lounge Seating,FALSE,
Lux,LX2426AC,Armchair ,Lounge Seating,FALSE,
Lux,LX3433CH,Lounge Chair,Lounge Seating,FALSE,
Lux,LX3636OTT,Ottoman ,Ottomans,FALSE,
Lux,LX6033S,Two Seat Sofa,Lounge Seating,FALSE,
Lux,LX8033S,Three Seat Sofa,Lounge Seating,FALSE,
Prairie,3481,Lounge Chair,Lounge Seating,FALSE,
Prairie,3482,Two Seat Sofa,Lounge Seating,FALSE,
Prairie,3483,Three Seat Sofa,Lounge Seating,FALSE,
Braden,7870,"Single Seater, Armless",Seating,FALSE,
Braden,7870L,"Single Seater, Left Arm",Seating,FALSE,
Braden,7870R,"Single Seater, Right Arm",Seating,FALSE,
Braden,7871,Single Seater,Seating,FALSE,
Braden,7872,Corner Unit 60°,Seating,FALSE,
Braden,7873,Corner Unit 30°,Seating,FALSE,
Bakhita,6750,"Armchair, Polymer Seat & Back",Armchairs,FALSE,
Bakhita,6751,"Side Chair, Polymer Seat & Back",Armless Chairs ,FALSE,
Bakhita,6752,"Armchair, Upholstered Seat & Polymer Back",Armchairs,FALSE,
Bakhita,6753,"Side Chair, Upholstered Seat & Polymer Back",Armless Chairs ,FALSE,
Bakhita,6754,"Armless Bar Stool, Polymer Seat & Back",Armless Stools,FALSE,
Bakhita,6755,"Armless Bar Stool, Upholstered Seat & Polymer Back",Armless Stools,FALSE,
Popcorn,6741,"Armless Task Chair, Polypropylene Seat & Back",Armless Task Seating,FALSE,
Popcorn,6741TL,"Armless Task Chair with Left Tablet, Polypropylene Seat & Back",Armless Task Seating,FALSE,
Popcorn,6741TR,"Armless Task Chair with Right Tablet, Polypropylene Seat & Back",Armless Task Seating,FALSE,
Popcorn,6743,"Armless Task Chair, Upholstered Seat & Polypropylene Back",Armless Task Seating,FALSE,
Popcorn,6743TL,"Armless Task Chair with Left Tablet, Upholstered Seat & Polypropylene Back",Armless Task Seating,FALSE,
Popcorn,6743TR,"Armless Task Chair with Right Tablet, Upholstered Seat & Polypropylene Back",Armless Task Seating,FALSE,
Popcorn,6710,"Armchair, Polypropylene Seat & Back",Sled Base,FALSE,
Popcorn,6711,"Armless Chair, Polypropylene Seat & Back",Armless Sled Base,FALSE,
Popcorn,6712,"Armchair, Upholstered Seat & Polypropylene Back",Sled Base,FALSE,
Popcorn,6713,"Armless Chair, Upholstered Seat & Polypropylene Back",Armless Sled Base,FALSE,
Popcorn,6710BS,"Barstool with Arms, Polypropylene Seat & Back",Stools,FALSE,
Popcorn,6710CS,"Counter Stool with Arms, Polypropylene Seat & Back",Stools,FALSE,
Popcorn,6711BS,"Armless Barstool, Polypropylene Seat & Back",Armless Stools,FALSE,
Popcorn,6711CS,"Armless Counter Stool, Polypropylene Seat & Back",Armless Stools,FALSE,
Popcorn,6712BS,"Barstool with Arms, Upholstered Seat & Polypropylene Back",Stools,FALSE,
Popcorn,6712CS,"Counter Stool with Arms, Upholstered Seat & Polypropylene Back",Stools,FALSE,
Popcorn,6713BS,"Armless Barstool, Upholstered Seat & Polypropylene Back",Armless Stools,FALSE,
Popcorn,6713CS,"Armless Counter Stool, Upholstered Seat & Polypropylene Back",Armless Stools,FALSE,
Industrial,3256-50,"Granada Industrial Task Stool, Armless",Armless Stools,FALSE,
Industrial,9667-64,Minotaur Operator Stool,Stools,FALSE,
Industrial,9632-50,Minotaur High Traffic Work Stool,Stools,FALSE,
File Buddy,1105,"Swivel Stool, 5"" Pneumatic, 20"" Base",Stools,FALSE,
File Buddy,1110,"Swivel Stool, 10"" Pneumatic, 22"" Base",Stools,FALSE,
Beam seating ,DUT501,, Duet Beam,TRUE,
Beam seating ,DUT502,, Duet Beam,TRUE,
Beam seating ,DUT503,, Duet Beam,TRUE,
Beam seating ,DUT504,, Duet Beam,TRUE,
Beam seating ,DUT505,, Duet Beam,TRUE,
Beam seating ,DUT506,, Duet Beam,TRUE,
Beam seating ,DUT507,, Duet Beam,TRUE,
Beam seating ,DUT508,, Duet Beam,TRUE,
Beam seating ,POP501,,Popcorn Beam,TRUE,
Beam seating ,POP502,,Popcorn Beam,TRUE,
Beam seating ,POP503,,Popcorn Beam,TRUE,
Beam seating ,POP504,,Popcorn Beam,TRUE,
Beam seating ,POP505,,Popcorn Beam,TRUE,
Beam seating ,POP506,,Popcorn Beam,TRUE,
Beam seating ,POP507,,Popcorn Beam,TRUE,
Beam seating ,POP508,,Popcorn Beam,TRUE,
Beam seating ,SID501,,Sidero Beam,TRUE,
Beam seating ,SID502,,Sidero Beam,TRUE,
Beam seating ,SID503,,Sidero Beam,TRUE,
Beam seating ,SID505,,Sidero Beam,TRUE,
Beam seating ,SID506,,Sidero Beam,TRUE,
Beam seating ,SID507,,Sidero Beam,TRUE,
Beam seating ,SID508,,Sidero Beam,TRUE,
Beam seating ,SON501,,Sonic Beam,TRUE,
Beam seating ,SON502,,Sonic Beam,TRUE,
Beam seating ,SON503,,Sonic Beam,TRUE,
Beam seating ,SON504,,Sonic Beam,TRUE,
Beam seating ,SON505,,Sonic Beam,TRUE,
Beam seating ,SON506,,Sonic Beam,TRUE,
Beam seating ,SON507,,Sonic Beam,TRUE,
Beam seating ,SON508,,Sonic Beam,TRUE,
Beam seating ,VON501,,Vion Beam,TRUE,
Beam seating ,VON502,,Vion Beam,TRUE,
Beam seating ,VON504,,Vion Beam,TRUE,
Beam seating ,VON505,,Vion Beam,TRUE,
Beam seating ,VON506,,Vion Beam,TRUE,
Beam seating ,VON507,,Vion Beam,TRUE,
Beam seating ,VON508,,Vion Beam,TRUE,
Robust,2526,"High Back Heavy Duty Multi-Tilter, Headrest",Heavy duty chair,TRUE,
Robust,2527,Medium Back Heavy Duty Multi-Tilter,Heavy duty chair,TRUE,
Saxon,2512-3,High Back Heavy Duty Multi-Tilter,Heavy duty chair,TRUE,
Industrial,3256-50,"Granada Industrial Task Stool, Armless",Stools,TRUE,
Industrial,9667-64,Minotaur Operator Stool,Stools,TRUE,
Industrial,9632-50,Minotaur High Traffic Work Stool,Stools,TRUE,
Popcorn,6741,"Armless Task Chair, Polypropylene Seat & Back",Armless Task Seating,TRUE,"Only Front image , no 30 degree image"
Popcorn,6741TL,"Armless Task Chair with Left Tablet, Polypropylene Seat & Back",Armless Task Seating,TRUE,"Only Front image , no 30 degree image"
Popcorn,6741TR,"Armless Task Chair with Right Tablet, Polypropylene Seat & Back",Armless Task Seating,TRUE,"Only Front image , no 30 degree image"
Popcorn,6743,"Armless Task Chair, Upholstered Seat & Polypropylene Back",Armless Task Seating,TRUE,"Only Front image , no 30 degree image"
Popcorn,6743TL,"Armless Task Chair with Left Tablet, Upholstered Seat & Polypropylene Back",Armless Task Seating,TRUE,"Only Front image , no 30 degree image"
Popcorn,6743TR,"Armless Task Chair with Right Tablet, Upholstered Seat & Polypropylene Back",Armless Task Seating,TRUE,"Only Front image , no 30 degree image"
Popcorn,6710,"Armchair, Polypropylene Seat & Back",Sled Base,TRUE,
Popcorn,6711,"Armless Chair, Polypropylene Seat & Back",Armless Sled Base,TRUE,
Popcorn,6712,"Armchair, Upholstered Seat & Polypropylene Back",Sled Base,TRUE,
Popcorn,6713,"Armless Chair, Upholstered Seat & Polypropylene Back",Armless Sled Base,TRUE,
Popcorn,6710BS,"Barstool with Arms, Polypropylene Seat & Back",Stools,TRUE,
Popcorn,6710CS,"Counter Stool with Arms, Polypropylene Seat & Back",Stools,TRUE,
Popcorn,6711BS,"Armless Barstool, Polypropylene Seat & Back",Armless Stools,TRUE,
Popcorn,6711CS,"Armless Counter Stool, Polypropylene Seat & Back",Armless Stools,TRUE,
Popcorn,6712BS,"Barstool with Arms, Upholstered Seat & Polypropylene Back",Stools,TRUE,"Only Front image , no 30 degree image"
Popcorn,6712CS,"Counter Stool with Arms, Upholstered Seat & Polypropylene Back",Stools,TRUE,"Only Front image , no 30 degree image"
Popcorn,6713BS,"Armless Barstool, Upholstered Seat & Polypropylene Back",Armless Stools,TRUE,"Only Front image , no 30 degree image"
Popcorn,6713CS,"Armless Counter Stool, Upholstered Seat & Polypropylene Back",Armless Stools,TRUE,"Only Front image , no 30 degree image"
Popcorn,6714,Medium Density Dolly,Dolly,TRUE,
Popcorn,6715,High Density Dolly,Dolly,TRUE,
Flap,6775,Folding Chair,Chair,TRUE,
Flap,6777,Chair Dolly,Dolly,TRUE,
Spyker,6790,Armchair,Armchairs,TRUE,
Spyker,6791,Armless Chair,Armless Chairs,TRUE,
Spyker,6756,Chair Dolly,Dolly,TRUE,
Key,2151,Nesting Armchair,Armchairs,TRUE,
Key,2152,Nesting Armless Chair,Armless Chairs,TRUE,
Locust,2121,Stacking Armchair,Armchairs,TRUE,
Locust,2122,"Stacking Chair, Armless",Armless Chairs,TRUE,
Locust,FP15,Chair Dolly,Dolly,TRUE,
