Series,Part Number,Name,Subcategory,Images,Comments
Sonic,6567MBPB,"Task Chair, Polypropylene Seat & Mesh Back, Pedestal Base",Pedestal Base,FALSE,
Sonic,6567MBTLPB,"Task Chair with Left Tablet, Polypropylene Seat & Mesh Back, Pedestal Base",Pedestal Base,FALSE,
Sonic,6567MBTRPB,"Task Chair with Right Tablet, Polypropylene Seat & Mesh Back, Pedestal Base",Pedestal Base,FALSE,
Sonic,6569PB,"Task Chair, Upholstered Seat & Back, Pedestal Base",Pedestal Base,FALSE,
Sonic,6569TLPB,"Task Chair with Left Tablet, Upholstered Seat & Back, Pedestal Base",Pedestal Base,FALSE,
Sonic,6569TRPB,"Task Chair with Right Tablet, Upholstered Seat & Back, Pedestal Base",Pedestal Base,FALSE,
Sonic,6558,"Armless Bar Stool, Polypropylene Seat & Back",Armless Stools,FALSE,
Sonic,6558CS,"Armless Counter Stool, Polypropylene Seat & Back",Armless Stools,FALSE,
Sonic,6558CSMB,"Armless Counter Stool, Polypropylene Seat & Mesh Back",Armless Stools,FALSE,
Sonic,6558MB,"Armless Bar Stool, Polypropylene Seat & Mesh Back",Armless Stools,FALSE,
Sonic,6559,"Armless Bar Stool, Upholstered Seat & Polypropylene Back",Armless Stools,FALSE,
Sonic,6559CS,"Armless Counter Stool, Upholstered Seat & Polypropylene Back",Armless Stools,FALSE,
Sonic,6559CSMB,"Armless Counter Stool, Upholstered Seat & Mesh Back",Armless Stools,FALSE,
Sonic,6559MB,"Armless Bar Stool, Upholstered Seat & Mesh Back",Armless Stools,FALSE,
Sonic,6561,"Armless Bar Stool, Upholstered Seat & Back",Armless Stools,FALSE,
Sonic,6561CS,"Armless Counter Stool, Upholstered Seat & Back",Armless Stools,FALSE,
Sonic,6563,"Bar Stool with Arms, Polypropylene Seat & Back",Stools,FALSE,
Sonic,6563CS,"Counter Stool with Arms, Polypropylene Seat & Back",Stools,FALSE,
Sonic,6563CSMB,"Counter Stool with Arms, Polypropylene Seat & Mesh Back",Stools,FALSE,
Sonic,6563MB,"Bar Stool with Arms, Polypropylene Seat & Mesh Back",Stools,FALSE,
Sonic,6564,"Bar Stool with Arms, Upholstered Seat & Polypropylene Back ",Stools,FALSE,
Sonic,6564CS,"Counter Stool with Arms, Upholstered Seat & Polypropylene Back",Stools,FALSE,
Sonic,6564CSMB,"Counter Stool with Arms, Upholstered Seat & Mesh Back",Stools,FALSE,
Sonic,6564MB,"Bar Stool with Arms, Upholstered Seat & Mesh Back",Stools,FALSE,
Sonic,6565,"Bar Stool with Arms, Upholstered Seat & Back",Stools,FALSE,
Sonic,6565CS,"Counter Stool with Arms, Upholstered Seat & Back",Stools,FALSE,
Rebound,R5APPG,"Armchair, Polypropylene Seat",Four-Legged Chairs,FALSE,
Rebound,R5APPC,"Armchair, Polypropylene Seat, Casters",Four-Legged Chairs,FALSE,
Rebound,R5APUG,"Armchair, Upholstered Seat",Four-Legged Chairs,FALSE,
Rebound,R5APUC,"Armchair, Upholstered Seat, Casters",Four-Legged Chairs,FALSE,
Rebound,R5NPPG,"Armless Chair, Polypropylene Seat ",Armless Four-Legged Chairs,FALSE,
Rebound,R5NPPC,"Armless Chair, Polypropylene Seat, Casters",Armless Four-Legged Chairs,FALSE,
Rebound,R5NPUG,"Armless Chair, Upholstered Seat",Armless Four-Legged Chairs,FALSE,
Rebound,R5NPUC,"Armless Chair, Upholstered Seat, Casters",Armless Four-Legged Chairs,FALSE,
Rebound,R6APP,"Armchair with Sled Base, Polypropylene Seat",Sled Base,FALSE,
Rebound,R6APU,"Armchair with Sled Base, Upholstered Seat ",Sled Base,FALSE,
Rebound,R6NPP,"Armless Chair with Sled Base, Polypropylene Seat",Armless Sled Base,FALSE,
Rebound,R6NPU,"Armless Chair with Sled Base, Upholstered Seat",Armless Sled Base,FALSE,
Rebound,R5CSAPP,"Counter Stool with Arms, Polypropylene Seat",Stools,FALSE,
Rebound,R5CSAPU,"Counter Stool with Arms, Upholstered Seat",Stools,FALSE,
Rebound,R5CSNPP,"Armless Counter Stool, Polypropylene Seat",Armless Stools,FALSE,
Rebound,R5CSNPU,"Armless Counter Stool, Upholstered Seat",Armless Stools,FALSE,
Rebound,R5BSAPP,"Bar Stool with Arms, Polypropylene Seat",Stools,FALSE,
Rebound,R5BSAPU,"Bar Stool with Arms, Upholstered Seat",Stools,FALSE,
Rebound,R5BSNPP,"Armless Bar Stool, Polypropylene Seat",Armless Stools,FALSE,
Rebound,R5BSNPU,"Armless Bar Stool, Upholstered Seat",Armless Stools,FALSE,
Willow,W5APPG,"Armchair, Polypropylene Seat & Back",Four-Legged Chairs,FALSE,
Willow,W5APPC,"Armchair, Polypropylene Seat & Back, Casters",Four-Legged Chairs,FALSE,
Willow,W5AUPG,"Armchair, Polypropylene Seat & Upholstered Back",Four-Legged Chairs,FALSE,
Willow,W5AUPC,"Armchair, Polypropylene Seat & Upholstered Back, Casters",Four-Legged Chairs,FALSE,
Willow,W5APUG,"Armchair, Upholstered Seat & Polypropylene Back",Four-Legged Chairs,FALSE,
Willow,W5APUC,"Armchair, Upholstered Seat & Polypropylene Back, Casters",Four-Legged Chairs,FALSE,
Willow,W5AUUG,"Armchair, Upholstered Seat & Back",Four-Legged Chairs,FALSE,
Willow,W5AUUC,"Armchair, Upholstered Seat & Back, Casters",Four-Legged Chairs,FALSE,
Willow,W5NPPG,"Armless Chair, Polypropylene Seat & Back",Armless Four-Legged Chairs,FALSE,
Willow,W5NPPC,"Armless Chair, Polypropylene Seat & Back, Casters",Armless Four-Legged Chairs,FALSE,
Willow,W5NUPG,"Armless Chair, Polypropylene Seat & Upholstered Back",Armless Four-Legged Chairs,FALSE,
Willow,W5NUPC,"Armless Chair, Polypropylene Seat & Upholstered Back, Casters",Armless Four-Legged Chairs,FALSE,
Willow,W5NPUG,"Armless Chair, Upholstered Seat & Polypropylene Back",Armless Four-Legged Chairs,FALSE,
Willow,W5NPUC,"Armless Chair, Upholstered Seat & Polypropylene Back, Casters",Armless Four-Legged Chairs,FALSE,
Willow,W5NUUG,"Armless Chair, Upholstered Seat & Back",Armless Four-Legged Chairs,FALSE,
Willow,W5NUUC,"Armless Chair, Upholstered Seat & Back, Casters",Armless Four-Legged Chairs,FALSE,
Willow,W530AUU,"Bariatric Armchair, Upholstered Seat & Back",Four-Legged Chairs,FALSE,
Willow,W530NUU,"Armless Bariatric Chair, Upholstered Seat & Back",Armless Four-Legged Chairs,FALSE,
Willow,W6APP,"Armchair, Sled Base, Polypropylene Seat & Back",Sled Base,FALSE,
Willow,W6AUP,"Armchair, Sled Base, Polypropylene Seat & Upholstered Back",Sled Base,FALSE,
Willow,W6APU,"Armchair, Sled Base, Upholstered Seat & Polypropylene Back",Sled Base,FALSE,
Willow,W6AUU,"Armchair, Sled Base, Upholstered Seat & Back",Sled Base,FALSE,
Willow,W6NPP,"Armless Chair, Sled Base, Polypropylene Seat & Back",Armless Sled Base,FALSE,
Willow,W6NUP,"Armless Chair, Sled Base, Polypropylene Seat & Upholstered Back",Armless Sled Base,FALSE,
Willow,W6NPU,"Armless Chair, Sled Base, Upholstered Seat & Polypropylene Back",Armless Sled Base,FALSE,
Willow,W6NUU,"Armless Chair, Sled Base, Upholstered Seat & Back",Armless Sled Base,FALSE,
Willow,W630AUU,"Bariatric Armchair, Sled Base, Upholstered Seat & Back",Sled Base,FALSE,
Willow,W630NUU,"Armless Bariatric Chair, Sled Base, Upholstered Seat & Back",Armless Sled Base,FALSE,
Willow,W5CSAPP,"Counter Stool with Arms, Polypropylene Seat & Back",Stools,FALSE,
Willow,W5CSAUP,"Counter Stool with Arms, Polypropylene Seat & Upholstered Back",Stools,FALSE,
Willow,W5CSAPU,"Counter Stool with Arms, Upholstered Seat & Polypropylene Back",Stools,FALSE,
Willow,W5CSAUU,"Counter Stool with Arms, Upholstered Seat & Back",Stools,FALSE,
Willow,W5CSNPP,"Armless Counter Stool, Polypropylene Seat & Back",Armless Stools,FALSE,
Willow,W5CSNUP,"Armless Counter Stool, Polypropylene Seat & Upholstered Back",Armless Stools,FALSE,
Willow,W5CSNPU,"Armless Counter Stool, Upholstered Seat & Polypropylene Back",Armless Stools,FALSE,
Willow,W5CSNUU,"Armless Counter Stool, Upholstered Seat & Back",Armless Stools,FALSE,
Willow,W5BSAPP,"Bar Stool with Arms, Polypropylene Seat & Back",Stools,FALSE,
Willow,W5BSAUP,"Bar Stool with Arms, Polypropylene Seat & Upholstered Back",Stools,FALSE,
Willow,W5BSAPU,"Bar Stool with Arms, Upholstered Seat & Polypropylene Back ",Stools,FALSE,
Willow,W5BSAUU,"Bar Stool with Arms, Upholstered Seat & Back",Stools,FALSE,
Willow,W5BSNPP,"Armless Bar Stool, Polypropylene Seat & Back",Armless Stools,FALSE,
Willow,W5BSNUP,"Armless Bar Stool, Polypropylene Seat & Upholstered Back",Armless Stools,FALSE,
Willow,W5BSNPU,"Armless Bar Stool, Upholstered Seat & Polypropylene Back",Armless Stools,FALSE,
Willow,W5BSNUU,"Armless Bar Stool, Upholstered Seat & Back",Armless Stools,FALSE,
Willow,W524APP,"Hip Chair, Polypropylene Seat & Back",Hip Chairs,FALSE,
Willow,W524AUP,"Hip Chair, Polypropylene Seat & Upholstered Back",Hip Chairs,FALSE,
Willow,W524APU,"Hip Chair, Upholstered Seat & Polypropylene Back",Hip Chairs,FALSE,
Willow,W524AUU,"Hip Chair, Upholstered Seat & Back",Hip Chairs,FALSE,
Willow,W324AUU,"Bariatric Hip Chair, Upholstered Seat & Back",Hip Chairs,FALSE,
Moda,6960,"Four-Legged Armchair, Polypropylene Seat & Back",Armchairs,FALSE,
Moda,6961,"Four-Legged Armchair, Upholstered Seat & Polypropylene Back",Armchairs,FALSE,
Moda,6962,"Armchair, Polypropylene Seat & Back",Armchairs,FALSE,
Moda,6963,"Armchair, Upholstered Seat & Polypropylene Back",Armchairs,FALSE,
Chap,1004,"Upholstered Round Back Armchair, Upholstered Waterfall Front Seat",Armchairs,FALSE,
Chap,1005,"Wood Round Back Armchair, Upholstered Waterfall Front Seat",Armchairs,FALSE,
Chap,1010,"Wood Back Armchair, Upholstered Waterfall Front Seat",Armchairs,FALSE,
Chap,1011,"Upholstered Back Armchair, Upholstered Waterfall Front Seat",Armchairs,FALSE,
Chap,1014,"Wood Back Armchair, Wood Front Rail",Armchairs,FALSE,
Chap,1015,"Upholstered Back Armchair, Wood Front Rail",Armchairs,FALSE,
Sas,8647,Mid Back Side Chair,Four-Legged Chairs,FALSE,
Sas,8647P,"Mid Back Side Chair, Upholstered Seat",Four-Legged Chairs,FALSE,
Sas,8648S24,Mid Back Counter Stool,Stools,FALSE,
Sas,8648PS24,"Mid Back Counter Stool, Upholstered Seat",Stools,FALSE,
Sas,8648S30,Mid Back Bar Stool,Stools,FALSE,
Sas,8648PS30,"Mid Back Bar Stool, Upholstered Seat",Stools,FALSE,
Sas,8648LBNS24,Low Back Counter Stool,Stools,FALSE,
Sas,8648LBPS24,"Low Back Counter Stool, Upholstered Seat",Stools,FALSE,
Sas,8648LBNS30,Low Back Bar Stool,Stools,FALSE,
Sas,8648LBPS30,"Low Back Bar Stool, Upholstered Seat",Stools,FALSE,
Marche,8621,"Side Chair, Open Wood Back ",Four-Legged Chairs,FALSE,
Marche,8621S30,"Bar Stool, Open Wood Back",Stools,FALSE,
Marche,8622,"Side Chair, Upholstered Back",Four-Legged Chairs,FALSE,
Marche,8622S30,"Bar Stool, Upholstered Back",Stools,FALSE,
Marche,8624,"Side Chair, Closed Wood Back",Four-Legged Chairs,FALSE,
Marche,8624S30,"Bar Stool, Closed Wood Back",Stools,FALSE,
Duet,6720,"Task Chair, Polypropylene Seat & Back, Pedestal Base",Task Seating,FALSE,
Duet,6720TR,"Task Chair with Right Tablet, Polypropylene Seat & Back",Task Seating,FALSE,
Duet,6720TL,"Task Chair with Left Tablet, Polypropylene Seat & Back, Pedestal Base",Task Seating,FALSE,
Duet,6721,"Armless Task Chair, Polypropylene Seat & Back ",Armless Task Seating,FALSE,
Duet,6721TR,"Armless Task Chair with Right Tablet, Polypropylene Seat & Back",Armless Task Seating,FALSE,
Duet,6721TL,"Armless Task Chair with Left Tablet, Polypropylene Seat & Back",Armless Task Seating,FALSE,
Duet,6722,"Task Chair, Upholstered Seat & Polypropylene Back",Task Seating,FALSE,
Duet,6722TR,"Task Chair with Right Tablet, Upholstered Seat & Polypropylene Back",Task Seating,FALSE,
Duet,6722TL,"Task Chair with Left Tablet, Upholstered Seat & Polypropylene Back ",Task Seating,FALSE,
Duet,6723,"Armless Task Chair, Upholstered Seat & Polypropylene Back",Armless Task Seating,FALSE,
Duet,6723TR,"Armless Task Chair with Right Tablet, Upholstered Seat & Polypropylene Back",Armless Task Seating,FALSE,
Duet,6723TL,"Armless Task Chair with Left Tablet, Upholstered Seat & Polypropylene Back",Armless Task Seating,FALSE,
Duet,6727,"Task Chair, Upholstered Seat & Back",Task Seating,FALSE,
Duet,6727TR,"Task Chair with Right Tablet, Upholstered Seat & Back",Task Seating,FALSE,
Duet,6727TL,"Task Chair with Left Tablet, Upholstered Seat & Back",Task Seating,FALSE,
Duet,6728,"Armless Task Chair, Upholstered Seat & Back",Armless Task Seating,FALSE,
Duet,6728TR,"Armless Task Chair with Right Tablet, Upholstered Seat & Back",Armless Task Seating,FALSE,
Duet,6728TL,"Armless Task Chair with Left Tablet, Upholstered Seat & Back",Armless Task Seating,FALSE,
Duet,6730,"Height Adjustable Task Stool, Polypropylene Seat & Back",Stools,FALSE,
Duet,6731,"Armless Height Adjustable Task Stool, Polypropylene Seat & Back",Armless Stools,FALSE,
Duet,6732,"Height Adjustable Task Stool, Upholstered Seat & Polypropylene Back",Stools,FALSE,
Duet,6733,"Armless Height Adjustable Task Stool, Upholstered Seat & Polypropylene Back",Armless Stools,FALSE,
Duet,6737,"Height Adjustable Task Stool, Upholstered Seat & Back",Stools,FALSE,
Duet,6738,"Armless Height Adjustable Task Stool, Upholstered Seat & Back",Armless Stools,FALSE,
Duet,6620,"Armchair, Polypropylene Seat & Back",Sled Base,FALSE,
Duet,6620P,"Armchair with Backpack Rack, Polypropylene Seat & Back",Sled Base,FALSE,
Duet,6620TR,"Armchair with Right Tablet, Polypropylene Seat & Back",Sled Base,FALSE,
Duet,6620TL,"Armchair with Left Tablet, Polypropylene Seat & Back",Sled Base,FALSE,
Duet,6620TRP,"Armchair with Backpack Rack and Right Tablet, Polypropylene Seat & Back",Sled Base,FALSE,
Duet,6620TLP,"Armchair with Backpack Rack and Left Tablet, Polypropylene Seat & Back",Sled Base,FALSE,
Duet,6621,"Armless Chair, Polypropylene Seat & Back",Armless Sled Base,FALSE,
Duet,6621G,"Armless Ganging Chair, Polypropylene Seat & Back",Armless Sled Base,FALSE,
Duet,6621P,"Armless Chair with Backpack Rack, Polypropylene Seat & Back",Armless Sled Base,FALSE,
Duet,6621GP,"Armless Ganging Chair with Backpack Rack, Polypropylene Seat & Back",Armless Sled Base,FALSE,
Duet,6621TR,"Armless Chair with Right Tablet, Polypropylene Seat & Back",Armless Sled Base,FALSE,
Duet,6621TL,"Armless Chair with Left Tablet, Polypropylene Seat & Back",Armless Sled Base,FALSE,
Duet,6621TRP,"Armless Chair with Backpack Rack and Right Tablet, Polypropylene Seat & Back",Armless Sled Base,FALSE,
Duet,6621TLP,"Armless Chair with Backpack Rack and Left Tablet, Polypropylene Seat & Back",Armless Sled Base,FALSE,
Duet,6622,"Armchair, Upholstered Seat & Polypropylene Back",Sled Base,FALSE,
Duet,6622P,"Armchair with Backpack Rack, Upholstered Seat & Polypropylene Back",Sled Base,FALSE,
Duet,6622TR,"Armchair with Right Tablet, Upholstered Seat & Polypropylene Back",Sled Base,FALSE,
Duet,6622TL,"Armchair with Left Tablet, Upholstered Seat & Polypropylene Back",Sled Base,FALSE,
Duet,6622TRP,"Armchair with Backpack Rack and Right Tablet, Upholstered Seat & Polypropylene Back",Sled Base,FALSE,
Duet,6622TLP,"Armchair with Backpack Rack and Left Tablet, Upholstered Seat & Polypropylene Back",Sled Base,FALSE,
Duet,6623,"Armless Chair, Upholstered Seat & Polypropylene Back",Armless Sled Base,FALSE,
Duet,6623G,"Armless Ganging Chair, Upholstered Seat & Polypropylene Back",Armless Sled Base,FALSE,
Duet,6623P,"Armless Chair with Backpack Rack, Upholstered Seat & Polypropylene Back",Armless Sled Base,FALSE,
Duet,6623GP,"Armless Ganging Chair with Backpack Rack, Upholstered Seat & Polypropylene Back",Armless Sled Base,FALSE,
Duet,6623TR,"Armless Chair with Right Tablet, Upholstered Seat & Polypropylene Back",Armless Sled Base,FALSE,
Duet,6623TL,"Armless Chair with Left Tablet, Upholstered Seat & Polypropylene Back",Armless Sled Base,FALSE,
Duet,6623TRP,"Armless Chair with Backpack Rack and Right Tablet, Upholstered Seat & Polypropylene Back",Armless Sled Base,FALSE,
Duet,6623TLP,"Armless Chair with Backpack Rack and Left Tablet, Upholstered Seat & Polypropylene Back",Armless Sled Base,FALSE,
Duet,6627,"Armchair, Upholstered Seat & Back",Sled Base,FALSE,
Duet,6627P,"Armchair with Backpack Rack, Upholstered Seat & Back",Sled Base,FALSE,
Duet,6627TR,"Armchair with Right Tablet, Upholstered Seat & Back",Sled Base,FALSE,
Duet,6627TL,"Armchair with Left Tablet, Upholstered Seat & Back",Sled Base,FALSE,
Duet,6627TRP,"Armchair with Backpack Rack and Right Tablet, Upholstered Seat & Back",Sled Base,FALSE,
Duet,6627TLP,"Armchair with Backpack Rack and Left Tablet, Upholstered Seat & Back",Sled Base,FALSE,
Duet,6628,"Armless Chair, Upholstered Seat & Back",Armless Sled Base,FALSE,
Duet,6628G,"Armless Ganging Chair, Upholstered Seat & Back",Armless Sled Base,FALSE,
Duet,6628P,"Armless Chair with Backpack Rack, Upholstered Seat & Back",Armless Sled Base,FALSE,
Duet,6628GP,"Armless Ganging Chair with Backpack Rack, Upholstered Seat & Back",Armless Sled Base,FALSE,
Duet,6628TR,"Armless Chair with Right Tablet, Upholstered Seat & Back",Armless Sled Base,FALSE,
Duet,6628TL,"Armless Chair with Left Tablet, Upholstered Seat & Back",Armless Sled Base,FALSE,
Duet,6628TRP,"Armless Chair with Backpack Rack and Right Tablet, Upholstered Seat & Back",Armless Sled Base,FALSE,
Duet,6628TLP,"Armless Chair with Backpack Rack and Left Tablet, Upholstered Seat & Back",Armless Sled Base,FALSE,
Duet,6720PB,"Task Chair, Polypropylene Seat & Back, Pedestal Base",Pedestal Base,FALSE,
Duet,6720TLPB,"Task Chair with Left Tablet, Polypropylene Seat & Back, Pedestal Base",Pedestal Base,FALSE,
Duet,6720TRPB,"Task Chair with Right Tablet, Polypropylene Seat & Back, Pedestal Base",Pedestal Base,FALSE,
Duet,6721PB,"Armless Task Chair, Polypropylene Seat & Back, Pedestal Base",Armless Pedestal Base,FALSE,
Duet,6721TLPB,"Armless Task Chair with Left Tablet, Polypropylene Seat & Back, Pedestal Base",Armless Pedestal Base,FALSE,
Duet,6721TRPB,"Armless Task Chair with Right Tablet, Polypropylene Seat & Back, Pedestal Base",Armless Pedestal Base,FALSE,
Duet,6722PB,"Task Chair, Upholstered Seat & Polypropylene Back, Pedestal Base",Pedestal Base,FALSE,
Duet,6722TLPB,"Task Chair with Left Tablet, Upholstered Seat & Polypropylene Back, Pedestal Base",Pedestal Base,FALSE,
Duet,6722TRPB,"Task Chair with Right Tablet, Upholstered Seat & Polypropylene Back, Pedestal Base",Pedestal Base,FALSE,
Duet,6723PB,"Armless Task Chair, Upholstered Seat & Polypropylene Back, Pedestal Base",Armless Pedestal Base,FALSE,
Duet,6723TLPB,"Armless Task Chair with Left Tablet, Upholstered Seat & Polypropylene Back, Pedestal Base",Armless Pedestal Base,FALSE,
Duet,6723TRPB,"Armless Task Chair with Right Tablet, Upholstered Seat & Polypropylene Back, Pedestal Base",Armless Pedestal Base,FALSE,
Duet,6727PB,"Task Chair, Upholstered Seat & Back, Pedestal Base",Pedestal Base,FALSE,
Duet,6727TLPB,"Task Chair with Left Tablet, Upholstered Seat & Back, Pedestal Base",Pedestal Base,FALSE,
Duet,6727TRPB,"Task Chair with Right Tablet, Upholstered Seat & Back, Pedestal Base",Pedestal Base,FALSE,
Duet,6728PB,"Armless Task Chair, Upholstered Seat & Back, Pedestal Base",Armless Pedestal Base,FALSE,
Duet,6728TLPB,"Armless Task Chair with Left Tablet, Upholstered Seat & Back, Pedestal Base",Armless Pedestal Base,FALSE,
Duet,6728TRPB,"Armless Task Chair with Right Tablet, Upholstered Seat & Back, Pedestal Base",Armless Pedestal Base,FALSE,
Duet,6630,"Bar Stool with Arms, Polypropylene Seat & Back",Stools,FALSE,
Duet,6631,"Armless Bar Stool, Polypropylene Seat & Back",Armless Stools,FALSE,
Duet,6632,"Bar Stool with Arms, Upholstered Seat & Polypropylene Back ",Stools,FALSE,
Duet,6633,"Armless Bar Stool, Upholstered Seat & Polypropylene Back",Armless Stools,FALSE,
Duet,6637,"Bar Stool with Arms, Upholstered Seat & Back ",Stools,FALSE,
Duet,6638,"Armless Bar Stool, Upholstered Seat & Back",Armless Stools,FALSE,
Duet,6660,"Counter Stool with Arms, Polypropylene Seat & Back",Stools,FALSE,
Duet,6661,"Armless Counter Stool, Polypropylene Seat & Back",Armless Stools,FALSE,
Duet,6662,"Counter Stool with Arms, Upholstered Seat & Polypropylene Back",Stools,FALSE,
Duet,6663,"Armless Counter Stool, Upholstered Seat & Polypropylene Back",Armless Stools,FALSE,
Duet,6667,"Counter Stool with Arms, Upholstered Seat & Back",Stools,FALSE,
Duet,6668,"Armless Counter Stool, Upholstered Seat & Back",Armless Stools,FALSE,
Sidero,6900,Armchair ,Four-Legged Chairs,FALSE,
Sidero,6900TL,Armchair with Left Tablet,Four-Legged Chairs,FALSE,
Sidero,6900TR,Armchair with Right Tablet,Four-Legged Chairs,FALSE,
Sidero,6900C,"Armchair, Casters",Four-Legged Chairs,FALSE,
Sidero,6900CTL,"Armchair with Left Tablet, Casters",Four-Legged Chairs,FALSE,
Sidero,6900CTR,"Armchair with Right Tablet, Casters",Four-Legged Chairs,FALSE,
Sidero,6901,Side Chair,Four-Legged Chairs,FALSE,
Sidero,6901TL,Side Chair with Left Tablet,Four-Legged Chairs,FALSE,
Sidero,6901TR,Side Chair with Right Tablet,Four-Legged Chairs,FALSE,
Sidero,6901C,"Side Chair, Casters",Four-Legged Chairs,FALSE,
Sidero,6901CTL,"Side Chair with Left Tablet, Casters",Four-Legged Chairs,FALSE,
Sidero,6901CTR,"Side Chair with Right Tablet, Casters",Four-Legged Chairs,FALSE,
Sidero,6909,"Armless Chair, 13"" High Seat",Four-Legged Chairs,FALSE,
Sidero,6902,"Armchair, Sled Base",Sled Base,FALSE,
Sidero,6903,"Side Chair, Sled Base",Sled Base,FALSE,
Sidero,6904,Counter Stool with Arms,Stools,FALSE,
Sidero,6905,Armless Counter Stool,Armless Stools,FALSE,
Sidero,6906,Bar Stool with Arms,Stools,FALSE,
Sidero,6907,Armless Bar Stool,Armless Stools,FALSE,
Jeo,8433-4,Swivel Tilter Chair,Lounge and Side Seating - Swivel Base,FALSE,
Jeo,8434,"Self-Centering Lounge Chair, Pedestal Base",Lounge and Side Seating - Pedestal Base,FALSE,
Jeo,8437,Armchair ,Armchairs,FALSE,
Mayne,8335T,"Armchair, Upholstered Back",Armchairs,FALSE,
Mayne,8336T,"Armchair, Vertical Wood Slat Back",Armchairs,FALSE,
Caprice,3365,Armchair ,Armchairs,FALSE,
Caprice,3365C,"Armchair, Casters",Armchairs,FALSE,
Caprice,3369,Bar Stool,Stools,FALSE,
Beach,4077,Armchair with Upholstered Back,Armchairs,FALSE,
Beach,4078,"Armchair, Vertical Wood Slat Back",Armchairs,FALSE,
Diplomat,2105,Armchair ,Armchairs,FALSE,
Diplomat,2108,"Side Chair, Armless",Armless Chairs,FALSE,
Diplomat,2109,"Bar Height Stool, Armless",Armless Stools,FALSE,
Twilight,2194C,"Armchair with Casters, Upholstered Back",Armchairs,FALSE,
Twilight,2194WS,"Armchair, Upholstered Back",Armchairs,FALSE,
Twilight,2195WS,"Armless Chair, Upholstered Back",Armless Chairs,FALSE,
Twilight,2196,"Bar Stool, Upholstered Back",Stools,FALSE,
Twilight,2198WS,"Armchair, Wood Veneer Back",Armchairs,FALSE,
Twilight,2199,"Armless Chair, Wood Veneer Back",Armless Chairs,FALSE,
Twilight,2199C,"Armless Chair with Casters, Wood Veneer Back",Armless Chairs,FALSE,
Comet,2171WS,Stacking Armchair,Armchairs,FALSE,
Comet,2172WS,"Stacking Chair, Armless",Armless Chairs,FALSE,
Islands,4075,"Armchair, Upholstered Back",Armchairs,FALSE,
Islands,4076,"Armchair, Horizontal Wood Slat Back",Armchairs,FALSE,
Layne,8520T,"Upholstered Chair, Armless",Armless Chairs,FALSE,
Layne,8521T,Fully Upholstered Armchair,Armchairs,FALSE,
Layne,8522T,"Upholstered Armchair, Picture Frame Back",Armchairs,FALSE,
Layne,8525T,Upholstered Armchair,Armchairs,FALSE,
Layne,8526T,"Upholstered Armchair, Wood Back",Armchairs,FALSE,
Erin,GC36530,"Armless Chair, Wood Legs",Armless Chairs,FALSE,
Erin,GC36532,"Armchair, Wood Legs",Armchairs,FALSE,
Erin,GC36531,"Armless Chair, Metal Legs",Armless Chairs,FALSE,
Erin,GC36533,"Armchair, Metal Legs",Armchairs,FALSE,
Calidon,GC36301,"Guest Single Seater, Wood Arms",Wood Frame Guest and Bariatric Seating,FALSE,
Calidon,GC36302,"Guest Two Seater, Wood Arms & Full Center Arm",Wood Frame Guest and Bariatric Seating,FALSE,
Calidon,GC36303,"Guest Three Seater, Wood Arms & Full Center",Wood Frame Guest and Bariatric Seating,FALSE,
Calidon,GC36304,"Guest Bariatric, Wood Arms",Wood Frame Guest and Bariatric Seating,FALSE,
Calidon,GC36305,"Lounge Single Seater, Wood Arms",Wood Frame Lounge Seating,FALSE,
Calidon,GC36306,"Lounge Two Seater, Wood Arms",Wood Frame Lounge Seating,FALSE,
Calidon,GC36307,"Lounge Three Seater, Wood Arms",Wood Frame Lounge Seating,FALSE,
Calidon,GC36308,"Lounge Single Seater, Fully Upholstered Arms",Wood Frame Lounge Seating,FALSE,
Calidon,GC36309,"Lounge Two Seater, Fully Upholstered Arms",Wood Frame Lounge Seating,FALSE,
Calidon,GC36310,"Lounge Three Seater, Fully Upholstered Arms",Wood Frame Lounge Seating,FALSE,
Calidon,GC36311,Single Seat Bench,Benches,FALSE,
Calidon,GC36312,Two Seat Bench,Benches,FALSE,
Calidon,GC36313,Three Seat Bench,Benches,FALSE,
Zoma,6656,Armchair,Armchairs,FALSE,
Zoma,6657,Side Chair,Armless Chairs,FALSE,
Rambler,RA2222SQ,"Square Bench, 22""W x 22""D",Ottomans,FALSE,
Rambler,RA2626SQ,"Square Bench, 26.5""W x 26.5""D",Ottomans,FALSE,
Rambler,RA3939SQ,"Square Bench, 39""W x 39""D",Ottomans,FALSE,
Rambler,RA2639RE,"Rectangular Bench, 39.5""W x 26.5""D",Ottomans,FALSE,
Rambler,RA2652RE,"Rectangular Bench, 52.5""W x 26.5""D",Ottomans,FALSE,
Rambler,RA2626TR,"Trapezoid Bench, 27.5""W x 27.5""D",Ottomans,FALSE,
Rambler,RA2639TR,"Trapezoid Bench, 39""W x 26""D",Ottomans,FALSE,
Rambler,RA2652TR,"Trapezoid Bench, 52""W x 26.5""D",Ottomans,FALSE,
River,7746,"Personal Harbor, Standard Back",Personal Harbor,FALSE,
River,7747,"Personal Harbor, High Back",Personal Harbor,FALSE,
River,7748,"Personal Harbor, Extended Back",Personal Harbor,FALSE,
River,7701,"Lounge Chair Standard Back, Left & Right Arms",Standard Back Height,FALSE,
River,7701L,"Lounge Chair Standard Back, Left Arm",Standard Back Height,FALSE,
